Frequency,Impedance,Phase,Real,Imaginary,Magnitude,
 30126 , 199347.19078244 , 0.172287014700345 ,-471 ,-180 , 504.22316487841 
 30128 , 200230.817356381 , 0.147161160388976 ,-469 ,-179 , 501.998007964175 
 30130 , 200140.695628391 ,-0.106689164456043 ,-470 ,-177 , 502.224053585648 
 30132 , 199258.25640049 ,-8.04550421166539E-02 ,-472 ,-178 , 504.44821339757 
 30134 , 199717.131190885 , 0.212927116294082 ,-470 ,-180 , 503.289181286465 
 30136 , 200604.110230781 , 0.187934906975727 ,-468 ,-179 , 501.063868184486 
 30138 , 199488.083717235 , 0.066067322457684 ,-471 ,-179 , 503.867045955577 
 30140 , 200088.345963917 , 0.253718314207902 ,-469 ,-180 , 502.355451846598 
 30142 , 199347.19078244 , 0.172287014700345 ,-471 ,-180 , 504.22316487841 
 30144 , 199574.965950028 , 0.319164237593071 ,-470 ,-181 , 503.647694326103 
 30146 , 200230.817356381 , 0.147161160388976 ,-469 ,-179 , 501.998007964175 
 30148 , 199658.022878677 , 0.572476761384564 ,-469 ,-183 , 503.438178925675 
 30150 , 202071.460862316 ,-0.267692500265696 ,-466 ,-174 , 497.42537128699 
 30152 , 197966.387191662 , 0.262254299423887 ,-474 ,-182 , 507.740090991444 
 30154 , 199628.488396198 ,-4.03022559215458E-02 ,-471 ,-178 , 503.512661211215 
 30156 , 199858.810530481 , 0.106538899562793 ,-470 ,-179 , 502.932401024233 
 30158 , 199717.131190885 , 0.212927116294082 ,-470 ,-180 , 503.289181286465 
 30160 , 199858.810530481 , 0.106538899562793 ,-470 ,-179 , 502.932401024233 
 30162 , 199258.25640049 ,-8.04550421166539E-02 ,-472 ,-178 , 504.44821339757 
 30164 , 199347.19078244 , 0.172287014700345 ,-471 ,-180 , 504.22316487841 
 30166 , 199063.955887358 , 0.384275098068514 ,-471 ,-182 , 504.94059056487 
 30168 , 200655.266601741 ,-0.173417530575591 ,-469 ,-176 , 500.93612367247 
 30170 , 199858.810530481 , 0.106538899562793 ,-470 ,-179 , 502.932401024233 
 30172 , 200372.797263324 , 4.04525217060154E-02 ,-469 ,-178 , 501.642302841377 
 30174 , 200604.110230781 , 0.187934906975727 ,-468 ,-179 , 501.063868184486 
 30176 , 200230.817356381 , 0.147161160388976 ,-469 ,-179 , 501.998007964175 
 30178 , 199347.19078244 , 0.172287014700345 ,-471 ,-180 , 504.22316487841 
 30180 , 199063.955887358 , 0.384275098068514 ,-471 ,-182 , 504.94059056487 
 30182 , 198750.446148912 ,-1.44269620999466E-02 ,-473 ,-179 , 505.737085845996 
 30184 , 200514.281680546 ,-6.64071832692912E-02 ,-469 ,-177 , 501.288340179582 
 30186 , 198837.923914667 , 0.237699285749699 ,-472 ,-181 , 505.514589304799 
 30188 , 199907.817231895 ,-0.253489396604976 ,-471 ,-176 , 502.809108907148 
 30190 , 199717.131190885 , 0.212927116294082 ,-470 ,-180 , 503.289181286465 
 30192 , 200140.695628391 ,-0.106689164456043 ,-470 ,-177 , 502.224053585648 
 30194 , 198330.995908089 , 0.302778110197892 ,-473 ,-182 , 506.806669253671 
 30196 , 198837.923914667 , 0.237699285749699 ,-472 ,-181 , 505.514589304799 
 30198 , 197685.930390619 , 0.472648292527083 ,-474 ,-184 , 508.460421271902 
 30200 , 201832.599360582 ,-0.415716984368515 ,-467 ,-173 , 498.014056026534 
